RestaurantName,Latitude,Longitude,FoodItem,MenuTypeIndex,MenuType,DishTypeIndex,DishType,AddOn,Description,Dairy,Milk,Eggs,ShellFish,Fish,TreeNuts,Peanuts,Wheat,Soybeans,Sesame,Vegan,Vegetarian,GlutenFree,Pescatarian,NOTE:
Cava,,,Jasmine Tea,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Unsweetened Black Tea,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Strawberry Citrus,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Pineapple Apple Mint,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Cucumber Mint Lime,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,Y,Y,Y,Y,Y,,,No allergen information found on Cava's website
Cava,,,Blueberry Lavender,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,N,Y,,,No allergen information found on Cava's website
Cava,,,Maine Root Soda (Fountain),2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,Y,Y,Y,,,No allergen information found on Cava's website
Cava,,,Maine Root Soda (Bottled),2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Spindrift Grapefruit,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,N,Y,,,No allergen information found on Cava's website
Cava,,,Spindrift Cucumber,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,Y,Y,,,No allergen information found on Cava's website
Cava,,,Spindrift Lemon,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,Y,Y,Y,,,No allergen information found on Cava's website
Cava,,,Spindrift Raspberry Lime,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's website
Cava,,,Sprindrift Half Tea + Half Lemon,2,No allergen information found on Cava's website,11,Drinks,,,,N,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's website
Cava,,,Horizon 1% Milk,2,No allergen information found on Cava's website,11,Drinks,,,,Y,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's website
Cava,,,Horizon Chocolate Milk,2,No allergen information found on Cava's website,11,Drinks,,,,Y,N,,,N,N,Y,Y,Y,Y,Y,,,No allergen information found on Cava's website
Cava,,,Honest Apple Juice,2,No allergen information found on Cava's website,11,Drinks,,,N,,N,,,N,N,N,N,N,N,N,,,No allergen information found on Cava's website
Cocoron,,,Hijiki,1,Frozen Food,1,Appetizer,,,N,,N,N,N,N,N,Y,Y,Y,/,,N,,
Cocoron,,,Kimchee,1,Frozen Food,1,Appetizer,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Mera Mera Soba Broth,1,Frozen Food,2,Noodle Broth,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Sansai Soba Broth,1,Frozen Food,2,Noodle Broth,,,N,,N,N,Y,N,N,Y,Y,N,/,,N,,
Cocoron,,,Pork Kimchee Soba Broth,1,Frozen Food,2,Noodle Broth,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Japanese Style Curry Soba Broth,1,Frozen Food,2,Noodle Broth,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Ochazuke Ramen Broth,1,Frozen Food,3,Ramen Broth,,,N,,Y,N,N,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Miso Ramen Broth,1,Frozen Food,3,Ramen Broth,,,N,,N,N,N,N,N,N,N,N,Y,,Y,,
Cocoron,,,Soba Noodle,1,Frozen Food,4,Noodle & Rice,,,N,,N,N,N,N,N,Y,N,N,N,,N,,
Cocoron,,,Ramen Noodle,1,Frozen Food,4,Noodle & Rice,,,N,,N,N,N,N,N,Y,N,N,Y,,N,,
Cocoron,,,Multi Grain Brown Rice,1,Frozen Food,4,Noodle & Rice,,,N,,N,N,N,N,N,Y,N,N,Y,,N,,
Cocoron,,,Yakuzen Soup Curry w/Chicken,1,Frozen Food,5,Curry Soup & Curry Roux,,,Y,,Y,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup Curry w/Chicken Wonton,1,Frozen Food,5,Curry Soup & Curry Roux,,,Y,,Y,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup Curry w/Pork,1,Frozen Food,5,Curry Soup & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Mama's taste IEKEI Curry,1,Frozen Food,5,Curry Soup & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Premium Classic Curry,1,Frozen Food,5,Curry Soup & Curry Roux,,,Y,,N,N,N,N,N,N,Y,N,N,,Y,,
Cocoron,,,Stamina Don,1,Frozen Food,5,Curry Soup & Curry Roux,,,N,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Vegan Mera Mera Soba Broth,1,Frozen Food,6,Vegan Food,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Vegan Sansai Soba Broth,1,Frozen Food,6,Vegan Food,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Crazy Rich Vegan Ramen,1,Frozen Food,6,Vegan Food,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Iwanori Sauce,1,Frozen Food,7,Seasonings,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Tomato Sauce,1,Frozen Food,7,Seasonings,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Sesame Sauce,1,Frozen Food,7,Seasonings,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Cold Soba Dipping Sauce,1,Frozen Food,7,Seasonings,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Vegan Cold Soba Dipping Sauce,1,Frozen Food,7,Seasonings,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Hijiki,1,Fresh Food,1,Appetizer,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Kimchee,1,Fresh Food,1,Appetizer,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Edamame,1,Fresh Food,1,Appetizer,,,N,,N,N,N,N,N,N,Y,N,Y,,Y,,
Cocoron,,,Wonton Cheese,1,Fresh Food,1,Appetizer,,,Y,,N,N,N,N,N,Y,N,N,N,,N,,
Cocoron,,,Mentai Mochi Spring Roll,1,Fresh Food,1,Appetizer,,,N,,Y,N,Y,N,N,Y,N,N,N,,N,,
Cocoron,,,Karaage,1,Fresh Food,1,Appetizer,,,N,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Pork Gyoza,1,Fresh Food,1,Appetizer,,,N,,Y,N,N,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Enoki Bacon,1,Fresh Food,1,Appetizer,,,N,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Cold Zaru Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Cold Natto Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Cold Tanuki Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Cold Buta Shabu Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,COld Kimchee Soba,1,Fresh Food,8,Cold Soba,,,N,,Y,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Cold Sansai Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Nameko Oroshi Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Cold Oroshi Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Cold Sesame Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Cold Bang Bang Soba,1,Fresh Food,8,Cold Soba,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Warm Mera Mera Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Warm Tanuki Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Oroshi Hakusai Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Kashiwa Soba,1,Fresh Food,9,Warm Soba,,,N,,Y,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Nameko Oroshi Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Pork Kimchee Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Warm Buta Hakusai Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Japanese Style Curry Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Stamina Soba,1,Fresh Food,9,Warm Soba,,,N,,Y,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Sansai Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Kamo Soba,1,Fresh Food,9,Warm Soba,,,N,,Y,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Warm Oroshi Soba,1,Fresh Food,9,Warm Soba,,,N,,N,N,Y,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup w/ Vegetables,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Yakuzen Soup w/ Chicken,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup w/ Chicken & Vegetables,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup Curry w/ Chicken Wonton,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,Y,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup w/ Pork,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Yakuzen Soup w/ Pork & Vegetables,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Mama's taste IEKEI Curry,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Premium Classic Curry,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,N,Y,N,N,,Y,,
Cocoron,,,Premium Classic Curry Potato & Carrot,1,Fresh Food,10,Yakuzen & Curry Roux,,,Y,,N,N,N,N,N,N,Y,N,N,,Y,,
Cocoron,,,Ochazuke Ramen,1,Fresh Food,11,Ramen & Others,,,N,,Y,N,N,N,N,Y,Y,Y,N,,N,,
Cocoron,,,Stamina Don,1,Fresh Food,11,Ramen & Others,,,N,,N,N,N,N,N,Y,Y,N,N,,N,,
Cocoron,,,Multi Grain Brown Rice,1,Fresh Food,11,Ramen & Others,,,N,,N,N,N,N,N,Y,N,N,Y,,N,,
Cocoron,,,Vegan Cold Zaru Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Cold Natto Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Cold Tanuki Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Cold Sansai Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Cold Oroshi Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Cold Nameko Oroshi Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Vegan Cold Sesame Soba,1,Fresh Food,12,Vegan Cold Soba,,,N,,N,N,N,N,N,Y,N,N,Y,,N,,
Cocoron,,,Vegan Warm Mera Mera Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Cocoron,,,Vegan Warm Kaka Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Warm Tanuki Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Warm Oroshi Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Warm Oroshi Hakusai Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Warm Nameko Oroshi Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vegan Warm Sansai Soba,1,Fresh Food,13,Vegan Warm Soba,,,N,,N,N,N,N,N,Y,Y,N,Y,,N,,
Cocoron,,,Vege Vege Curry,1,Fresh Food,14,Vegan Curry & Ramen,,,N,,N,N,N,N,N,N,N,N,Y,,Y,,
Cocoron,,,Vege Neva Natto Curry ,1,Fresh Food,14,Vegan Curry & Ramen,,,N,,N,N,N,N,N,N,N,N,Y,,Y,,
Cocoron,,,Crazy Rich Vegan Ramen,1,Fresh Food,14,Vegan Curry & Ramen,,,N,,N,N,N,N,N,Y,Y,Y,Y,,N,,
Chipotle Mexican Grill,,,Barbacoa,1,Regular,1,Protein or Veggie,,,N,,N,N,N,N,N,N,N,N,,N,Y,,
Chipotle Mexican Grill,,,Black Beans,1,Regular,2,Beans,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Brown Rice,1,Regular,3,Rice,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Carnitas,1,Regular,1,Protein or Veggie,,,N,,N,N,N,N,N,N,N,N,N,N,Y,,
Chipotle Mexican Grill,,,Chicken,1,Regular,1,Protein or Veggie,,,N,,N,N,N,N,N,N,N,N,N,N,Y,,
Chipotle Mexican Grill,,,Chipotle Honey Vinaigrette,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,,Y,Y,,
Chipotle Mexican Grill,,,Crispy Corn Tortilla,1,Regular,4,Tortilla,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Fajita Vegetables,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Flour Tortilla (Burrito),1,Regular,4,Tortilla,,,N,,N,N,N,N,N,Y,N,N,Y,Y,N,,
Chipotle Mexican Grill,,,Flour Tortilla (Taco),1,Regular,4,Tortilla,,,N,,N,N,N,N,N,Y,N,N,Y,Y,N,,
Chipotle Mexican Grill,,,Fresh Tomato Salsa,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Guacamole,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Moneterey Jack Cheese,1,Regular,7,Top Things Off,,,Y,,N,N,N,N,N,N,N,N,N,Y,Y,,
Chipotle Mexican Grill,,,Pinto Beans,1,Regular,2,Beans,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Queso Blanco,1,Regular,7,Top Things Off,,,Y,,N,N,N,N,N,N,N,N,N,Y,Y,,
Chipotle Mexican Grill,,,Red Chimichurri Sauce,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Roasted Chili-Corn Salsa,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Romaine Lettuce,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Sofritas,1,Regular,1,Protein or Veggie,,,N,,N,N,N,N,N,N,Y,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Sour Cream,1,Regular,7,Top Things Off,,,Y,,N,N,N,N,N,N,N,N,N,Y,Y,,
Chipotle Mexican Grill,,,Steak,1,Regular,1,Protein or Veggie,,,N,,N,N,N,N,N,N,N,N,N,N,Y,,
Chipotle Mexican Grill,,,Supergreens Lettuce Blend,1,Regular,5,Lettuce,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Tomatillo Green-Chili Salsa,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Tomatillo Red-Chili Salsa,1,Regular,7,Top Things Off,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Tortilla Chips,1,Regular,6,Chips,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,White Rice,1,Regular,3,Rice,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Organic Watermelon Limeade,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Organic Lemonade,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Organic Mandarian Agua Fresca,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Organic Berry Agua Fresco,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Mexican Coca-Cola,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Mexican Sprite,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Topo Chico Mineral Water,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Coke Zero,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Poppi Strawberry Lemon,1,Regular,8,Drinks,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Poppi Orange,1,Regular,8,Drinks,,,N,,N,N,N,N,N,N,N,N,Y,Y,Y,,
Chipotle Mexican Grill,,,Blackberry Izze,1,Regular,8,Drinks,,,N,,N,N,N,N,N,N,N,N,,,,,
Chipotle Mexican Grill,,,Tractor Organic Lemonade,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Apple Juice ,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
Chipotle Mexican Grill,,,Open Water Still,1,Regular,8,Drinks,,,,,,,,,,,,,,,,,
